Curah Hujan (mm),Ketinggian Sungai (cm),Debit Air (m³/s),Luas Resapan (%),Drainase (skor 1-10),Kondisi Cuaca,Label
89,95,295,72,7,Hujan Sedang,Tidak
54,82,265,25,6,Hujan Ringan,Tidak
154,142,415,56,3,Hujan Berat,Banjir
40,67,241,30,7,Hujan Ringan,Tidak
102,105,394,18,8,Hujan Sedang,Banjir
55,71,222,77,8,Hujan Ringan,Tidak
99,94,378,77,6,Hujan Sedang,Tidak
65,78,250,42,7,Hujan Ringan,Tidak
41,63,204,66,5,Hujan Ringan,Tidak
88,84,325,35,9,Hujan Sedang,Tidak
58,62,198,36,9,Hujan Ringan,Tidak
64,86,301,27,4,Hujan Sedang,Banjir
88,100,429,33,7,Hujan Sedang,Banjir
44,65,242,19,5,Hujan Ringan,Tidak
70,72,252,56,2,Hujan Sedang,Tidak
36,51,232,71,6,Hujan Ringan,Tidak
192,192,624,16,3,Hujan Berat,Banjir
46,69,233,15,4,Hujan Ringan,Tidak
63,83,349,79,8,Hujan Sedang,Tidak
36,47,159,54,3,Hujan Ringan,Tidak
104,88,320,63,9,Hujan Sedang,Tidak
59,71,300,56,8,Hujan Ringan,Tidak
45,68,277,55,9,Hujan Ringan,Tidak
55,73,239,24,9,Hujan Ringan,Tidak
157,116,409,38,7,Hujan Berat,Banjir
60,71,203,42,5,Hujan Ringan,Tidak
83,91,266,28,3,Hujan Sedang,Banjir
185,144,559,36,7,Hujan Berat,Banjir
95,94,382,32,7,Hujan Sedang,Banjir
61,85,253,35,9,Hujan Ringan,Tidak
68,66,258,28,6,Hujan Ringan,Tidak
61,87,369,19,6,Hujan Ringan,Banjir
196,193,558,45,4,Hujan Berat,Banjir
48,57,247,49,6,Hujan Ringan,Tidak
65,75,291,15,5,Hujan Sedang,Banjir
61,73,309,43,7,Hujan Ringan,Tidak
129,119,364,43,5,Hujan Berat,Banjir
88,91,357,34,2,Hujan Sedang,Banjir
128,136,521,74,2,Hujan Berat,Banjir
51,61,198,40,8,Hujan Ringan,Tidak
87,110,433,69,7,Hujan Sedang,Banjir
56,70,242,60,5,Hujan Ringan,Tidak
57,76,268,25,8,Hujan Ringan,Tidak
84,93,356,60,6,Hujan Sedang,Tidak
42,73,276,63,8,Hujan Ringan,Tidak
70,77,253,42,4,Hujan Sedang,Tidak
135,152,420,49,7,Hujan Berat,Banjir
62,84,284,65,7,Hujan Sedang,Tidak
67,78,306,55,3,Hujan Ringan,Tidak
66,87,311,15,5,Hujan Sedang,Banjir
63,61,206,18,2,Hujan Ringan,Banjir
38,50,178,50,3,Hujan Ringan,Tidak
102,111,339,43,9,Hujan Sedang,Banjir
118,109,420,62,7,Hujan Sedang,Banjir
98,103,400,50,3,Hujan Sedang,Banjir
36,60,202,38,7,Hujan Ringan,Tidak
77,83,250,26,7,Hujan Sedang,Tidak
98,118,481,76,6,Hujan Sedang,Banjir
111,98,265,21,4,Hujan Sedang,Banjir
97,84,355,25,5,Hujan Sedang,Banjir
33,44,179,56,2,Hujan Ringan,Tidak
80,92,397,42,9,Hujan Sedang,Tidak
38,47,201,73,3,Hujan Ringan,Tidak
117,107,309,43,8,Hujan Sedang,Banjir
71,83,338,22,9,Hujan Sedang,Tidak
193,181,486,30,6,Hujan Berat,Banjir
118,122,341,29,8,Hujan Berat,Banjir
51,62,215,70,2,Hujan Ringan,Tidak
41,69,271,37,4,Hujan Ringan,Tidak
64,93,384,42,3,Hujan Sedang,Banjir
116,105,368,60,2,Hujan Sedang,Banjir
32,53,238,59,6,Hujan Ringan,Tidak
49,66,204,59,3,Hujan Ringan,Tidak
41,62,233,33,4,Hujan Ringan,Tidak
55,79,234,65,4,Hujan Ringan,Tidak
132,117,388,74,4,Hujan Berat,Banjir
57,83,370,54,9,Hujan Ringan,Tidak
82,98,382,74,6,Hujan Sedang,Tidak
51,71,201,20,8,Hujan Ringan,Tidak
52,70,269,35,2,Hujan Ringan,Banjir
56,80,257,65,3,Hujan Ringan,Tidak
107,107,360,35,3,Hujan Sedang,Banjir
104,116,372,31,5,Hujan Sedang,Banjir
84,86,326,20,6,Hujan Sedang,Banjir
31,49,154,32,9,Hujan Ringan,Tidak
83,82,272,30,3,Hujan Sedang,Banjir
82,94,294,15,3,Hujan Sedang,Banjir
63,68,238,59,7,Hujan Ringan,Tidak
65,86,277,24,7,Hujan Sedang,Tidak
77,91,316,29,5,Hujan Sedang,Banjir
68,70,226,66,6,Hujan Sedang,Tidak
79,100,373,18,3,Hujan Sedang,Banjir
90,79,221,25,4,Hujan Sedang,Banjir
151,161,584,66,8,Hujan Berat,Banjir
52,66,211,65,6,Hujan Ringan,Tidak
84,93,313,16,2,Hujan Sedang,Banjir
98,102,355,78,6,Hujan Sedang,Tidak
48,71,276,29,2,Hujan Ringan,Banjir
64,90,358,21,7,Hujan Ringan,Banjir
54,74,302,56,2,Hujan Ringan,Tidak
42,65,271,20,9,Hujan Ringan,Tidak
35,64,244,40,8,Hujan Ringan,Tidak
63,69,284,65,3,Hujan Ringan,Tidak
68,83,356,73,8,Hujan Ringan,Tidak
30,50,188,49,4,Hujan Ringan,Tidak
104,84,316,58,8,Hujan Sedang,Tidak
40,52,189,51,2,Hujan Ringan,Tidak
46,57,238,61,7,Hujan Ringan,Tidak
73,94,309,64,7,Hujan Sedang,Tidak
188,150,586,17,7,Hujan Berat,Banjir
197,214,719,48,7,Hujan Berat,Banjir
43,51,156,45,9,Hujan Ringan,Tidak
97,81,234,70,7,Hujan Sedang,Tidak
80,79,329,72,8,Hujan Sedang,Tidak
80,88,295,34,9,Hujan Sedang,Tidak
66,67,265,23,4,Hujan Ringan,Banjir
173,139,429,32,8,Hujan Berat,Banjir
110,92,299,57,4,Hujan Berat,Banjir
87,81,339,48,8,Hujan Sedang,Tidak
83,82,236,57,8,Hujan Sedang,Tidak
190,201,555,72,5,Hujan Berat,Banjir
127,140,418,63,5,Hujan Berat,Banjir
138,145,570,56,4,Hujan Berat,Banjir
35,49,228,61,8,Hujan Ringan,Tidak
64,75,327,55,3,Hujan Ringan,Tidak
60,79,258,52,7,Hujan Ringan,Tidak
74,83,314,71,5,Hujan Sedang,Tidak
30,50,140,35,6,Hujan Ringan,Tidak
69,65,270,73,8,Hujan Ringan,Tidak
162,145,566,30,8,Hujan Berat,Banjir
61,75,259,36,9,Hujan Sedang,Tidak
60,63,247,59,2,Hujan Sedang,Tidak
55,70,310,50,6,Hujan Ringan,Tidak
166,155,607,52,8,Hujan Berat,Banjir
88,95,365,48,2,Hujan Sedang,Banjir
132,145,573,75,7,Hujan Berat,Banjir
65,71,304,35,7,Hujan Sedang,Tidak
62,74,239,70,9,Hujan Ringan,Tidak
74,97,281,50,3,Hujan Sedang,Banjir
124,101,415,62,4,Hujan Berat,Banjir
53,54,188,71,3,Hujan Ringan,Tidak
53,72,231,54,3,Hujan Ringan,Tidak
80,87,314,56,9,Hujan Sedang,Tidak
47,64,272,18,3,Hujan Ringan,Banjir
115,119,329,41,8,Hujan Sedang,Banjir
48,63,275,67,4,Hujan Ringan,Tidak
48,56,188,63,8,Hujan Ringan,Tidak
181,177,577,30,9,Hujan Berat,Banjir
171,154,424,72,9,Hujan Berat,Banjir
87,107,320,57,3,Hujan Sedang,Banjir
36,58,190,66,5,Hujan Ringan,Tidak
70,85,294,58,2,Hujan Sedang,Banjir
83,97,297,62,5,Hujan Sedang,Tidak
38,58,213,34,4,Hujan Ringan,Tidak
164,155,609,30,4,Hujan Berat,Banjir
35,49,152,66,4,Hujan Ringan,Tidak
112,106,381,20,5,Hujan Sedang,Banjir
157,134,383,37,6,Hujan Berat,Banjir
74,72,232,35,2,Hujan Sedang,Banjir
67,80,259,24,5,Hujan Sedang,Tidak
63,74,238,15,5,Hujan Ringan,Tidak
42,57,220,16,5,Hujan Ringan,Tidak
93,98,337,16,9,Hujan Sedang,Banjir
65,81,278,28,9,Hujan Ringan,Tidak
80,98,344,34,9,Hujan Sedang,Tidak
38,51,222,58,3,Hujan Ringan,Tidak
115,125,343,35,9,Hujan Berat,Banjir
68,87,268,62,3,Hujan Ringan,Tidak
61,84,358,45,9,Hujan Ringan,Tidak
92,115,350,49,4,Hujan Sedang,Banjir
113,116,327,66,2,Hujan Sedang,Banjir
167,148,552,56,4,Hujan Berat,Banjir
89,101,333,48,6,Hujan Sedang,Banjir
47,65,200,43,4,Hujan Ringan,Tidak
167,156,639,16,8,Hujan Berat,Banjir
85,103,325,74,2,Hujan Sedang,Banjir
96,103,418,55,6,Hujan Sedang,Banjir
44,55,241,29,9,Hujan Ringan,Tidak
35,55,240,37,6,Hujan Ringan,Tidak
104,93,293,30,7,Hujan Sedang,Banjir
63,82,230,23,5,Hujan Sedang,Tidak
111,101,315,72,7,Hujan Sedang,Tidak
67,65,200,65,3,Hujan Ringan,Tidak
44,60,204,26,7,Hujan Ringan,Tidak
127,100,417,50,6,Hujan Berat,Banjir
112,95,357,18,6,Hujan Sedang,Banjir
104,98,394,15,8,Hujan Sedang,Banjir
76,76,303,63,7,Hujan Sedang,Tidak
81,78,295,16,2,Hujan Sedang,Banjir
114,129,442,62,4,Hujan Sedang,Banjir
114,134,464,29,4,Hujan Sedang,Banjir
89,86,343,63,5,Hujan Sedang,Tidak
115,125,382,67,5,Hujan Sedang,Banjir
57,73,283,33,7,Hujan Ringan,Tidak
73,69,274,58,8,Hujan Sedang,Tidak
33,44,151,56,2,Hujan Ringan,Tidak
34,53,218,22,2,Hujan Ringan,Tidak
98,113,300,72,2,Hujan Sedang,Banjir
69,88,365,27,7,Hujan Ringan,Banjir
88,96,327,20,2,Hujan Sedang,Banjir
167,159,658,34,7,Hujan Berat,Banjir
57,75,261,33,9,Hujan Ringan,Tidak
104,86,237,39,8,Hujan Sedang,Tidak
49,66,283,33,4,Hujan Ringan,Tidak
113,102,417,31,4,Hujan Sedang,Banjir
65,77,323,53,5,Hujan Ringan,Tidak
33,53,150,43,2,Hujan Ringan,Tidak
53,79,236,26,3,Hujan Ringan,Banjir
53,80,348,23,8,Hujan Ringan,Tidak
64,87,290,79,6,Hujan Ringan,Tidak
30,46,177,60,9,Hujan Ringan,Tidak
77,97,342,68,8,Hujan Sedang,Tidak
66,72,226,65,4,Hujan Sedang,Tidak
73,74,311,42,5,Hujan Sedang,Tidak
43,69,295,69,5,Hujan Ringan,Tidak
198,170,713,26,8,Hujan Berat,Banjir
69,83,342,76,2,Hujan Sedang,Tidak
119,110,401,59,3,Hujan Sedang,Banjir
63,86,366,46,4,Hujan Ringan,Banjir
195,194,543,62,2,Hujan Berat,Banjir
115,128,401,66,7,Hujan Sedang,Banjir
91,105,353,18,9,Hujan Sedang,Banjir
112,106,319,70,5,Hujan Berat,Banjir
72,94,251,31,5,Hujan Sedang,Banjir
64,71,189,66,5,Hujan Ringan,Tidak
85,92,386,74,3,Hujan Sedang,Banjir
178,169,456,27,9,Hujan Berat,Banjir
116,130,480,17,9,Hujan Sedang,Banjir
40,61,253,45,4,Hujan Ringan,Tidak
104,100,297,71,3,Hujan Sedang,Banjir
54,67,280,37,4,Hujan Ringan,Tidak
97,120,358,51,2,Hujan Sedang,Banjir
81,92,281,51,7,Hujan Sedang,Tidak
69,81,355,30,7,Hujan Sedang,Tidak
93,112,372,67,8,Hujan Sedang,Tidak
133,137,368,56,8,Hujan Berat,Banjir
67,68,309,40,9,Hujan Ringan,Tidak
38,71,236,78,6,Hujan Ringan,Tidak
167,123,501,60,3,Hujan Berat,Banjir
40,52,214,45,5,Hujan Ringan,Tidak
134,149,392,78,3,Hujan Berat,Banjir
31,47,201,50,7,Hujan Ringan,Tidak
179,178,607,75,6,Hujan Berat,Banjir
97,94,307,30,2,Hujan Sedang,Banjir
32,59,217,68,4,Hujan Ringan,Tidak
167,153,595,22,2,Hujan Berat,Banjir
97,99,371,78,9,Hujan Sedang,Tidak
60,82,315,40,3,Hujan Ringan,Banjir
75,96,297,37,2,Hujan Sedang,Banjir
189,178,620,43,4,Hujan Berat,Banjir
57,68,306,41,3,Hujan Ringan,Tidak
54,64,201,68,6,Hujan Ringan,Tidak
167,152,423,16,5,Hujan Berat,Banjir
79,102,310,15,6,Hujan Sedang,Banjir
59,61,237,78,5,Hujan Ringan,Tidak
42,56,240,30,4,Hujan Ringan,Tidak
113,132,485,79,8,Hujan Sedang,Banjir
63,68,206,55,3,Hujan Sedang,Tidak
36,46,167,47,6,Hujan Ringan,Tidak
111,122,374,50,9,Hujan Berat,Banjir
60,66,240,69,2,Hujan Sedang,Tidak
78,103,323,67,5,Hujan Sedang,Tidak
65,80,269,36,3,Hujan Ringan,Banjir
103,107,318,31,9,Hujan Sedang,Banjir
110,126,390,62,7,Hujan Sedang,Banjir
92,108,320,16,4,Hujan Sedang,Banjir
66,78,284,28,8,Hujan Ringan,Tidak
34,57,206,59,3,Hujan Ringan,Tidak
92,105,342,39,8,Hujan Sedang,Banjir
58,69,285,28,4,Hujan Ringan,Tidak
101,95,349,72,9,Hujan Sedang,Tidak
186,159,605,22,5,Hujan Berat,Banjir
64,73,329,47,7,Hujan Sedang,Tidak
109,96,308,23,3,Hujan Sedang,Banjir
32,63,217,69,8,Hujan Ringan,Tidak
60,67,213,72,3,Hujan Ringan,Tidak
115,96,347,69,4,Hujan Sedang,Banjir
135,131,504,25,8,Hujan Berat,Banjir
127,108,305,67,4,Hujan Berat,Banjir
102,110,438,34,9,Hujan Sedang,Banjir
114,107,414,54,9,Hujan Berat,Banjir
78,87,357,30,8,Hujan Sedang,Tidak
61,64,216,63,3,Hujan Ringan,Tidak
74,83,316,32,3,Hujan Sedang,Banjir
55,64,218,52,3,Hujan Ringan,Tidak
155,164,622,55,9,Hujan Berat,Banjir
76,81,318,40,8,Hujan Sedang,Tidak
123,128,426,27,6,Hujan Berat,Banjir
112,105,299,39,6,Hujan Sedang,Banjir
167,146,463,62,9,Hujan Berat,Banjir
62,73,215,25,2,Hujan Sedang,Banjir
64,94,260,51,6,Hujan Sedang,Tidak
83,82,365,49,9,Hujan Sedang,Tidak
60,70,254,78,4,Hujan Ringan,Tidak
52,84,299,39,9,Hujan Ringan,Tidak
32,62,221,35,2,Hujan Ringan,Tidak
56,74,287,42,6,Hujan Ringan,Tidak
118,112,364,60,7,Hujan Sedang,Banjir
178,152,457,45,2,Hujan Berat,Banjir
66,89,252,41,4,Hujan Ringan,Tidak
66,79,340,34,8,Hujan Ringan,Tidak
129,124,487,55,2,Hujan Berat,Banjir
110,103,324,71,4,Hujan Berat,Banjir
89,81,245,67,5,Hujan Sedang,Tidak
83,88,266,30,3,Hujan Sedang,Banjir
42,61,281,61,5,Hujan Ringan,Tidak
52,64,293,29,5,Hujan Ringan,Tidak
34,50,209,63,3,Hujan Ringan,Tidak
199,157,533,43,8,Hujan Berat,Banjir
188,177,594,72,7,Hujan Berat,Banjir
89,102,334,37,7,Hujan Sedang,Banjir
127,134,534,48,5,Hujan Berat,Banjir
69,76,259,75,6,Hujan Sedang,Tidak
108,100,406,54,7,Hujan Sedang,Banjir
50,67,236,55,7,Hujan Ringan,Tidak
79,92,374,17,5,Hujan Sedang,Banjir
92,99,320,61,8,Hujan Sedang,Tidak
116,102,348,73,8,Hujan Sedang,Tidak
61,66,221,77,7,Hujan Ringan,Tidak
118,140,422,40,2,Hujan Sedang,Banjir
67,74,282,67,5,Hujan Sedang,Tidak
40,68,270,33,5,Hujan Ringan,Tidak
102,106,439,16,5,Hujan Sedang,Banjir
33,51,211,42,9,Hujan Ringan,Tidak
117,124,473,23,4,Hujan Berat,Banjir
41,52,171,53,2,Hujan Ringan,Tidak
102,126,514,64,8,Hujan Sedang,Banjir
33,47,190,35,3,Hujan Ringan,Tidak
37,65,287,20,7,Hujan Ringan,Tidak
41,58,197,37,6,Hujan Ringan,Tidak
36,55,165,46,7,Hujan Ringan,Tidak
53,70,217,48,9,Hujan Ringan,Tidak
184,165,661,71,4,Hujan Berat,Banjir
36,46,194,56,5,Hujan Ringan,Tidak
73,79,273,18,4,Hujan Sedang,Banjir
158,134,443,71,6,Hujan Berat,Banjir
99,91,264,67,3,Hujan Sedang,Banjir
191,160,532,34,4,Hujan Berat,Banjir
70,76,281,48,3,Hujan Sedang,Tidak
68,93,290,39,4,Hujan Sedang,Banjir
188,158,435,33,8,Hujan Berat,Banjir
187,153,522,17,6,Hujan Berat,Banjir
184,191,807,16,2,Hujan Berat,Banjir
88,88,363,74,2,Hujan Sedang,Banjir
128,116,456,54,9,Hujan Berat,Banjir
117,125,401,49,3,Hujan Berat,Banjir
162,182,728,60,7,Hujan Berat,Banjir
67,62,274,22,7,Hujan Sedang,Tidak
87,95,378,47,8,Hujan Sedang,Tidak
113,104,351,35,3,Hujan Sedang,Banjir
69,93,313,34,2,Hujan Sedang,Banjir
67,80,257,26,3,Hujan Sedang,Banjir
54,67,253,70,9,Hujan Ringan,Tidak
113,114,349,66,8,Hujan Sedang,Banjir
82,94,395,70,2,Hujan Sedang,Banjir
68,77,333,69,8,Hujan Ringan,Tidak
53,67,252,42,5,Hujan Ringan,Tidak
60,65,264,37,9,Hujan Ringan,Tidak
73,80,326,68,6,Hujan Sedang,Tidak
54,76,289,76,6,Hujan Ringan,Tidak
51,67,282,56,5,Hujan Ringan,Tidak
56,68,252,34,9,Hujan Ringan,Tidak
48,63,225,45,5,Hujan Ringan,Tidak
46,55,193,32,8,Hujan Ringan,Tidak
117,140,409,68,2,Hujan Sedang,Banjir
47,72,276,70,2,Hujan Ringan,Tidak
87,107,374,72,4,Hujan Sedang,Banjir
163,137,514,53,6,Hujan Berat,Banjir
70,75,237,76,8,Hujan Sedang,Tidak
116,93,293,48,2,Hujan Berat,Banjir
59,81,288,59,5,Hujan Ringan,Tidak
65,82,275,76,8,Hujan Ringan,Tidak
126,111,326,67,4,Hujan Berat,Banjir
106,96,326,63,2,Hujan Sedang,Banjir
69,76,264,51,5,Hujan Sedang,Tidak
54,63,270,38,4,Hujan Ringan,Tidak
64,76,275,37,4,Hujan Ringan,Tidak
98,84,332,45,6,Hujan Sedang,Banjir
42,60,258,48,8,Hujan Ringan,Tidak
88,108,425,35,5,Hujan Sedang,Banjir
66,78,315,75,3,Hujan Sedang,Tidak
68,88,385,33,5,Hujan Ringan,Banjir
66,72,327,79,4,Hujan Ringan,Tidak
39,48,188,79,5,Hujan Ringan,Tidak
43,65,205,50,6,Hujan Ringan,Tidak
126,108,377,18,5,Hujan Berat,Banjir
130,123,405,69,8,Hujan Berat,Banjir
43,63,189,30,9,Hujan Ringan,Tidak
57,72,317,36,7,Hujan Ringan,Tidak
42,57,233,38,4,Hujan Ringan,Tidak
59,75,228,57,2,Hujan Ringan,Tidak
80,101,327,57,8,Hujan Sedang,Tidak
167,154,408,64,7,Hujan Berat,Banjir
84,86,355,79,5,Hujan Sedang,Tidak
167,170,561,25,5,Hujan Berat,Banjir
62,82,316,45,8,Hujan Ringan,Tidak
39,53,190,70,8,Hujan Ringan,Tidak
104,119,347,29,3,Hujan Sedang,Banjir
100,92,345,52,7,Hujan Sedang,Banjir
40,50,215,34,6,Hujan Ringan,Tidak
197,153,580,15,7,Hujan Berat,Banjir
53,68,214,69,6,Hujan Ringan,Tidak
72,69,237,65,4,Hujan Sedang,Tidak
66,76,261,57,4,Hujan Ringan,Tidak
43,60,263,56,9,Hujan Ringan,Tidak
60,71,247,66,4,Hujan Sedang,Tidak
63,73,312,54,6,Hujan Ringan,Tidak
51,62,252,20,4,Hujan Ringan,Tidak
106,94,364,51,6,Hujan Sedang,Banjir
85,98,300,44,8,Hujan Sedang,Tidak
77,75,239,51,5,Hujan Sedang,Tidak
72,64,201,42,4,Hujan Sedang,Tidak
119,134,373,71,6,Hujan Berat,Banjir
51,64,210,20,8,Hujan Ringan,Tidak
118,116,409,51,8,Hujan Berat,Banjir
171,182,620,22,3,Hujan Berat,Banjir
50,78,239,65,9,Hujan Ringan,Tidak
66,85,335,15,8,Hujan Ringan,Tidak
74,90,386,62,2,Hujan Sedang,Banjir
69,67,192,29,2,Hujan Sedang,Banjir
52,66,222,27,7,Hujan Ringan,Tidak
61,81,311,22,6,Hujan Ringan,Tidak
109,126,458,16,6,Hujan Sedang,Banjir
65,79,313,48,4,Hujan Ringan,Tidak
81,74,232,30,5,Hujan Sedang,Tidak
181,191,605,60,6,Hujan Berat,Banjir
67,82,354,71,3,Hujan Ringan,Tidak
55,74,219,75,6,Hujan Ringan,Tidak
63,77,265,65,2,Hujan Sedang,Tidak
58,72,263,40,9,Hujan Ringan,Tidak
128,137,483,61,6,Hujan Berat,Banjir
31,55,201,45,6,Hujan Ringan,Tidak
63,81,307,68,9,Hujan Ringan,Tidak
96,107,292,24,8,Hujan Sedang,Banjir
147,128,359,55,4,Hujan Berat,Banjir
79,77,288,72,9,Hujan Sedang,Tidak
47,72,289,17,4,Hujan Ringan,Banjir
81,90,351,76,7,Hujan Sedang,Tidak
96,98,296,66,9,Hujan Sedang,Tidak
103,114,459,66,5,Hujan Sedang,Banjir
120,101,328,62,9,Hujan Berat,Tidak
186,178,481,72,5,Hujan Berat,Banjir
69,89,372,28,6,Hujan Sedang,Banjir
44,69,285,76,4,Hujan Ringan,Tidak
125,133,433,26,5,Hujan Berat,Banjir
45,68,283,44,4,Hujan Ringan,Tidak
191,164,656,29,5,Hujan Berat,Banjir
67,84,304,76,2,Hujan Ringan,Tidak
53,53,214,39,7,Hujan Ringan,Tidak
52,71,218,79,7,Hujan Ringan,Tidak
113,136,449,24,2,Hujan Sedang,Banjir
174,136,525,71,9,Hujan Berat,Banjir
64,85,344,17,2,Hujan Ringan,Banjir
148,150,466,41,4,Hujan Berat,Banjir
190,165,507,27,9,Hujan Berat,Banjir
74,78,300,50,4,Hujan Sedang,Tidak
69,74,255,26,7,Hujan Sedang,Tidak
66,87,314,78,2,Hujan Ringan,Tidak
54,79,317,39,4,Hujan Ringan,Tidak
114,116,413,64,9,Hujan Berat,Banjir
123,129,350,28,6,Hujan Berat,Banjir
44,47,153,37,5,Hujan Ringan,Tidak
174,127,449,78,9,Hujan Berat,Banjir
72,91,263,25,4,Hujan Sedang,Banjir
39,52,239,79,2,Hujan Ringan,Tidak
39,67,281,67,7,Hujan Ringan,Tidak
183,154,419,24,9,Hujan Berat,Banjir
137,133,437,66,6,Hujan Berat,Banjir
177,149,564,37,8,Hujan Berat,Banjir
99,113,390,47,9,Hujan Sedang,Banjir
47,59,254,37,9,Hujan Ringan,Tidak
38,62,178,49,2,Hujan Ringan,Tidak
90,83,326,20,7,Hujan Sedang,Banjir
92,101,308,78,8,Hujan Sedang,Tidak
124,129,477,52,3,Hujan Berat,Banjir
160,155,596,27,4,Hujan Berat,Banjir
128,145,421,43,2,Hujan Berat,Banjir
170,141,440,16,2,Hujan Berat,Banjir
35,49,157,68,2,Hujan Ringan,Tidak
68,81,242,22,7,Hujan Ringan,Tidak
165,156,534,63,2,Hujan Berat,Banjir
34,48,222,37,9,Hujan Ringan,Tidak
35,45,133,71,2,Hujan Ringan,Tidak
156,170,571,38,6,Hujan Berat,Banjir
113,124,456,24,2,Hujan Berat,Banjir
137,123,458,72,2,Hujan Berat,Banjir
83,104,311,41,6,Hujan Sedang,Banjir
56,75,218,43,2,Hujan Ringan,Tidak
159,169,529,50,9,Hujan Berat,Banjir
50,66,207,70,8,Hujan Ringan,Tidak
56,73,245,72,5,Hujan Ringan,Tidak
36,50,229,35,5,Hujan Ringan,Tidak
60,71,204,73,5,Hujan Sedang,Tidak
100,111,441,26,6,Hujan Sedang,Banjir
115,92,264,63,4,Hujan Berat,Banjir
88,106,330,75,2,Hujan Sedang,Banjir
119,126,462,64,6,Hujan Sedang,Banjir
124,133,451,38,6,Hujan Berat,Banjir
189,170,524,31,7,Hujan Berat,Banjir
74,74,298,26,7,Hujan Sedang,Tidak
91,110,314,21,5,Hujan Sedang,Banjir
54,76,274,44,4,Hujan Ringan,Tidak
81,100,437,60,2,Hujan Sedang,Banjir
45,57,226,59,3,Hujan Ringan,Tidak
57,64,208,31,9,Hujan Ringan,Tidak
38,64,257,57,7,Hujan Ringan,Tidak
116,100,326,33,8,Hujan Sedang,Banjir
69,78,295,45,2,Hujan Ringan,Banjir
120,108,398,67,4,Hujan Berat,Banjir
190,190,689,64,2,Hujan Berat,Banjir
82,84,328,17,3,Hujan Sedang,Banjir
46,51,182,15,6,Hujan Ringan,Tidak
47,62,212,24,9,Hujan Ringan,Tidak
34,61,208,31,5,Hujan Ringan,Tidak
52,57,198,73,5,Hujan Ringan,Tidak
176,136,385,18,2,Hujan Berat,Banjir
56,84,329,37,5,Hujan Ringan,Tidak
102,95,349,25,2,Hujan Sedang,Banjir
32,61,274,71,4,Hujan Ringan,Tidak
45,59,268,53,2,Hujan Ringan,Tidak
34,55,181,66,3,Hujan Ringan,Tidak
60,73,225,27,2,Hujan Ringan,Banjir
178,183,518,75,8,Hujan Berat,Banjir
77,77,287,66,5,Hujan Sedang,Tidak
142,121,438,15,5,Hujan Berat,Banjir
55,69,289,59,8,Hujan Ringan,Tidak
199,194,654,17,5,Hujan Berat,Banjir
38,65,256,17,3,Hujan Ringan,Tidak
83,91,292,33,2,Hujan Sedang,Banjir
40,55,170,56,6,Hujan Ringan,Tidak
54,84,322,31,5,Hujan Ringan,Tidak
33,50,159,40,9,Hujan Ringan,Tidak
67,74,276,41,6,Hujan Sedang,Tidak
55,79,317,47,8,Hujan Ringan,Tidak
71,76,243,74,7,Hujan Sedang,Tidak
49,58,222,57,9,Hujan Ringan,Tidak
92,101,390,31,5,Hujan Sedang,Banjir
67,64,182,55,8,Hujan Sedang,Tidak
45,76,308,17,3,Hujan Ringan,Banjir
178,161,485,47,8,Hujan Berat,Banjir
68,79,317,67,8,Hujan Ringan,Tidak
141,136,456,31,6,Hujan Berat,Banjir
198,154,418,47,2,Hujan Berat,Banjir
115,127,432,53,4,Hujan Sedang,Banjir
76,90,380,37,8,Hujan Sedang,Tidak
52,68,240,55,3,Hujan Ringan,Tidak
66,78,300,63,2,Hujan Ringan,Tidak
91,86,329,26,5,Hujan Sedang,Banjir
60,70,265,44,2,Hujan Ringan,Tidak
78,82,353,46,6,Hujan Sedang,Tidak
37,51,211,43,6,Hujan Ringan,Tidak
52,67,264,29,9,Hujan Ringan,Tidak
89,103,330,54,2,Hujan Sedang,Banjir
87,113,456,55,4,Hujan Sedang,Banjir
85,93,313,19,6,Hujan Sedang,Banjir
52,59,245,61,7,Hujan Ringan,Tidak
78,75,214,74,7,Hujan Sedang,Tidak
107,90,371,65,3,Hujan Sedang,Banjir
60,71,322,52,9,Hujan Sedang,Tidak
76,96,387,23,3,Hujan Sedang,Banjir
60,85,320,38,9,Hujan Ringan,Tidak
115,132,432,39,5,Hujan Sedang,Banjir
61,76,226,50,2,Hujan Sedang,Tidak
147,132,408,29,9,Hujan Berat,Banjir
36,66,207,76,7,Hujan Ringan,Tidak
60,65,214,60,4,Hujan Sedang,Tidak
69,77,274,21,7,Hujan Sedang,Tidak
51,58,221,18,3,Hujan Ringan,Tidak
111,98,402,30,8,Hujan Sedang,Banjir
42,53,178,44,3,Hujan Ringan,Tidak
64,68,202,70,8,Hujan Ringan,Tidak
119,119,500,32,2,Hujan Sedang,Banjir
66,76,331,25,6,Hujan Sedang,Tidak
63,78,256,52,6,Hujan Sedang,Tidak
30,55,220,27,4,Hujan Ringan,Tidak
42,70,292,21,6,Hujan Ringan,Tidak
59,72,314,51,3,Hujan Ringan,Tidak
114,104,437,70,5,Hujan Sedang,Banjir
87,106,346,21,3,Hujan Sedang,Banjir
116,124,447,66,7,Hujan Berat,Banjir
111,110,323,45,6,Hujan Sedang,Banjir
125,126,410,49,5,Hujan Berat,Banjir
94,105,363,35,5,Hujan Sedang,Banjir
92,93,309,39,8,Hujan Sedang,Tidak
45,63,250,15,8,Hujan Ringan,Tidak
